#id,rmsid,name,type,ra,dec,flux8,flux12,flux14,flux21,jmag,hmag,kmag,vlsr,rgc,kds,d,blank,firlum,firflux,blank2,GAL_LONG,GAL_LAT
1172,1395,G326.9188-01.0988,YSO,53:25.1,-55:15:28.4,0.516,1.125,1.89,6.42,12,10.7,9.7,-52.9,5.9,nz,3.5,-999,7.40E+03,MIPS/IGA,,326.917723,-1.09834931
1173,1366,G327.0506-00.2124,Young/old star?,50:15.2,-54:29:10.2,1.125,1.946,2.81,10.62,16,14.7,12.5,-60.5,5.6,-999,3.6,-999,3.40E+03,MIPS/IGA,,327.0509528,-0.21236839
1174,1347,G327.1192+00.5103,YSO,47:32.8,-53:52:39.3,2.228,5.864,11.38,30.43,16.5,14.6,11.6,-83.6,5,nsa,5.3,-999,4.80E+04,MIPS/IGA,,327.1196155,0.510512385
1175,1387,G327.2688-00.5711A,HII region,52:58.8,-54:37:39.3,0.552,1.137,1.44,7.56,17.8,15.5,12.8,-46.3,6.1,-999,3.6,-999,7.60E+03,MIPS/IGA,,327.2689122,-0.571160613
1176,1387,G327.2688-00.5711B,YSO?,52:58.8,-54:37:40.4,0.552,1.137,1.44,7.56,17.8,15.5,12.8,-46.3,6.1,-999,3.6,-999,1.30E+03,MIPS/IGA,,327.2686439,-0.571335889
1177,4184,G327.2721-00.5771,HII region,53:01.6,-54:37:47.9,-0.032,2.635,4.22,25.63,15.4,13.3,11.8,-45.7,6.1,-999,3.6,-999,1.10E+04,MSX,,327.2725301,-0.577211564
1178,1389,G327.2852-00.5735,HII region?,53:04.7,-54:37:08.7,7.062,10.721,9.86,54.41,17.3,14.8,13.7,-999,-999,-999,-999.0,-999,-999,MSX,,327.2852348,-0.573543251
1179,1374,G327.3556-00.1011,HII region,51:24.2,-54:12:30.2,1.211,1.659,1.22,3.34,16.2,13.7,12.3,-77,5.1,-999,4.8,-999,1.20E+04,MIPS/IGA,,327.355643,-0.101204611
1180,1369,G327.3941+00.1970,YSO?,50:20.1,-53:57:07.1,1.617,2.526,3.39,4.49,17.4,14.1,10.5,-88.6,4.8,nsa,5.6,-999,9.60E+03,MIPS/IGA,,327.3946055,0.196783109
1181,1364,G327.4014+00.4454,HII region,49:19.4,-53:45:14.4,1.845,2.482,4.73,22.01,16.3,14.6,12.4,-79.9,5,fsa,9.3,-999,1.60E+05,MIPS/IGA,,327.4018271,0.444581902
1182,1384,G327.6184-00.1109,YSO,52:50.2,-54:03:00.1,0.594,1.477,2.63,3.56,15.5,14,12.7,-88.1,4.8,fsa,7.2,-999,3.60E+03,MIPS/IGA,,327.6185513,-0.110982075
1183,1403,G327.6302-00.3574,Diffuse HII region,53:58.1,-54:13:59.1,3.292,8.742,10.87,25.02,16.1,13.4,12.6,-74.1,5.2,-999,4.8,-999,2.00E+04,MIPS/IGA,,327.6303228,-0.357534121
1184,1411,G327.7579-00.3515,Diffuse HII region,54:36.9,-54:08:49.9,12.561,37.983,48.58,110.82,14.7,14.3,12.6,-76.6,5.1,n,4.8,-999,5.00E+04,MIPS/IGA,,327.7579539,-0.351598836
1185,1419,G327.8097-00.6339A,YSO,56:07.8,-54:19:50.9,5.382,6.577,5.28,15.17,13.6,10.7,8.6,-46.7,6.1,nz,11.4,-999,2.20E+04,MIPS/IGA,,327.8106316,-0.634452806
1186,1419,G327.8097-00.6339B,YSO,56:07.7,-54:19:58.1,5.382,6.577,5.28,15.17,13.7,12.8,10.3,-46.7,6.1,nz,11.4,-999,2.30E+04,MIPS/IGA,,327.8089934,-0.635689635
1187,1419,G327.8097-00.6339C,YSO,56:06.9,-54:19:55.9,5.382,6.577,5.28,15.17,-999,-999,-999,-46.7,6.1,nz,11.4,-999,1.80E+04,MIPS/IGA,,327.8080075,-0.634066777
1188,1419,G327.8097-00.6339D,YSO,56:07.2,-54:19:57.3,5.382,6.577,5.28,15.17,14.3,12.8,9.9,-46.7,6.1,nz,11.4,-999,1.10E+04,MIPS/IGA,,327.8083538,-0.634864092
1189,1419,G327.8097-00.6339E,HII region,56:08.0,-54:19:39.7,5.382,6.577,5.28,15.17,14.2,12.8,11.5,-46.7,6.1,nz,11.4,-999,3.70E+04,MIPS/IGA,,327.8129088,-0.632301817
1190,1398,G327.8483+00.0175,HII region,53:29.3,-53:48:17.0,1.647,2.436,2.56,5.95,16,14.3,13.6,-51.8,5.9,f,11.1,-999,2.50E+04,MIPS/IGA,,327.8482455,0.017907854
1191,1394,G327.9018+00.1538,HII region,53:10.9,-53:39:58.1,0.601,0.626,1.05,5.24,17.8,16.1,13.6,-93.1,4.7,fsa,7.2,-999,5.70E+03,MIPS/IGA,,327.9010117,0.153889774
1192,1399,G327.9205+00.0921,YSO,53:32.7,-53:42:05.4,0.375,1.074,1.97,7.6,13.8,12.4,11.6,-49.5,6,fsa,11.1,-999,1.70E+04,MIPS/IGA,,327.9202816,0.092313644
1193,1410,G327.9455-00.1149,YSO,54:34.6,-53:50:42.1,3.276,4.943,6.39,23.23,15.8,12.5,10,-48,6,fsa,11.1,-999,3.50E+04,MIPS/IGA,,327.9463982,-0.115324597
1194,1383,G328.1639+00.5869,HII region,52:42.5,-53:09:52.0,0.484,1.563,2.52,9.41,-999,-999,-999,-93.5,4.7,fsa,7.2,-999,2.40E+04,MIPS/IGA,,328.1642261,0.5867826
1195,1421,G328.2275-00.2714,HII region,56:43.0,-53:47:03.2,0.201,-0.509,1.02,5.35,13.6,13.6,13,-99.5,4.5,tp,7.2,-999,6.70E+03,MIPS/IGA,,328.227936,-0.271101183
1196,1431,G328.2523-00.5320A,YSO,57:59.8,-53:58:00.4,2.259,2.405,4.23,28.03,17.9,16.8,14.9,-46.2,6.1,-999,11.4,-999,6.20E+05,MIPS/IGA,,328.2542073,-0.532284942
1197,1431,G328.2523-00.5320B,YSO,57:59.4,-53:57:57.3,2.259,2.405,4.23,28.03,17.9,16.8,14.9,-46.2,6.1,-999,11.4,-999,3.20E+05,MIPS/IGA,,328.2539235,-0.530914688
1198,1431,G328.2523-00.5320C,HII region,57:59.2,-53:58:04.0,2.259,2.405,4.23,28.03,-999,-999,-999,-46.2,6.1,-999,11.4,-999,1.20E+05,MIPS/IGA,,328.2524576,-0.532111612
1199,1404,G328.3067+00.4308,HII region,54:06.3,-53:11:39.2,27.284,123.5,241.12,711.07,16,12.7,10.1,-91.7,4.7,f,7.2,-999,3.90E+05,MIPS/IGA,,328.3071886,0.430823237
1200,1433,G328.3442-00.4629,YSO?,58:09.6,-53:51:18.2,2.669,3.598,4.01,7.88,10.1,8.9,7.7,-44.2,6.2,-999,11.4,-999,5.30E+04,MIPS/IGA,,328.344863,-0.462696638
1201,4186,G328.3503-00.5586,HII region?,58:36.8,-53:55:25.1,-0.032,1.16,2.42,7.05,14.1,12,10.5,-44.7,6.1,nsa?,11.4,-999,2.60E+04,MIPS/IGA,,328.3512767,-0.55821517
1202,1420,G328.3924-00.0746,Young/old star?,56:43.0,-53:31:40.2,1.066,1.786,2.91,3.57,17.8,13.3,10.4,-77.6,5,-999,4.9,-999,7.3e+03/2.9e+04,MIPS/IGA,,328.39298,-0.074897142
1203,1438,G328.4763-00.3421,Young/old star?,58:18.8,-53:40:39.6,2.974,4.521,6.74,8.65,14.1,10.5,8.1,-47.6,6,-999,11.4,-999,1.20E+04,MIPS/IGA,,328.4770277,-0.342224398
1204,1418,G328.5487+00.2717,YSO,56:01.5,-53:09:43.9,0.121,-0.549,0.94,4.38,16,14.2,11.9,-60.5,5.6,nsa,3.9,-999,2.10E+03,MIPS/IGA,,328.5488217,0.27163153
1205,4815,G328.5657+00.4233,Young/old star?,55:28.2,-53:02:05.4,0.122,-0.673,0.83,2.86,-999,-999,-999,-87.9,4.8,fsa,7.2,-999,3.30E+03,MIPS/IGA,,328.5665642,0.422755547
1206,1450,G328.5739-00.5483,Diffuse HII region,59:43.1,-53:46:17.0,3.197,12.823,17.48,55.16,15.7,14.3,13.5,-47.4,6,f,11.4,-999,2.30E+05,MSX,,328.5740236,-0.548441948
1207,1448,G328.5759-00.5285,Diffuse HII region,59:38.4,-53:45:18.3,57.082,154.97,218.55,1100,10,10.8,8.6,-47,6,f,11.4,-999,3.50E+06,IRAS,,328.5759783,-0.528626332
1208,4185,G328.6558+00.0568,YSO,57:29.8,-53:15:27.8,-0.035,-0.602,1.35,4.83,17.1,15.3,14.1,-999,-999,-999,-999.0,-999,-999,MIPS/IGA,,328.6559339,0.056685053
1209,1417,G328.8074+00.6324,HII region,55:48.4,-52:43:06.8,4.996,15.637,35.58,251.27,-999,-999,-999,-42.3,6.2,nz,2.9,-999,2.00E+05,MIPS/IGA,,328.8081191,0.633119279
1210,1422,G328.9480+00.5709,HII region,56:46.7,-52:40:34.6,0.486,4.82,7.27,19.61,16.8,15.2,13.8,-93.9,4.6,a,7.2,-999,1.60E+05,IRAS,,328.9480753,0.570940816
1211,1423,G328.9580+00.5671,HII region,56:50.7,-52:40:22.0,6.034,9.55,10.69,51.14,18.1,14.4,12.9,-94.4,4.6,-999,7.2,-999,6.40E+04,MIPS/IGA,,328.9580806,0.567095008
1212,1460,G328.9842-00.4361,YSO,01:19.1,-53:25:04.2,1.085,2.306,3.81,5.3,13.8,12.4,11.9,-81.9,4.9,nsa?,5.1,-999,1.70E+03,MIPS/IGA,,328.9848942,-0.43617979
1213,1459,G329.0663-00.3081,YSO,01:09.9,-53:16:02.3,0.739,1.242,2.93,8,16.9,15,13.8,-42.6,6.2,nsa,2.9,-999,4.20E+03,MIPS/IGA,,329.0663308,-0.307534509
1214,1453,G329.2713+00.1147,YSO,00:21.8,-52:48:47.2,4.149,8.537,11.19,23.48,15.5,14.3,12.4,-76.9,5,nsa?,4.8,-999,1.00E+04,MIPS/IGA,,329.2723067,0.114874367
1215,1454,G329.3371+00.1469,HII region,00:33.1,-52:44:47.1,60.917,209.49,341.81,882.38,15.2,11.7,8.4,-107.1,4.3,tp,7.3,-999,4.80E+05,MIPS/IGA,,329.3375861,0.146622447
1216,1469,G329.3402-00.6436,YSO?,04:01.7,-53:20:20.6,0.666,0.968,1.76,3.09,15.3,14.8,13.2,-74.2,5.1,fsa,10.0,-999,7.80E+03,MIPS/IGA,,329.340588,-0.643380531
1217,1464,G329.4211-00.1631,HII region,02:19.0,-52:55:31.4,7.561,13.145,10.39,31.21,12.9,11.6,10.7,-76.8,5,fsa,9.9,-999,1.20E+05,MIPS/IGA,,329.421171,-0.163222498
1218,1458,G329.4579+00.1724A,YSO,01:04.8,-52:38:53.0,4.274,6.492,5.31,22.08,16.3,12.3,9.2,-103.2,4.4,tp,7.3,-999,7.90E+03,MIPS/IGA,,329.462332,0.168725747
1219,1458,G329.4579+00.1724B,HII region,01:01.9,-52:38:55.7,4.274,6.492,5.31,22.08,-999,-999,-999,-103.2,4.4,tp,7.3,-999,2.90E+04,MIPS/IGA,,329.4563212,0.172945595
1220,1456,G329.4720+00.2143,HII region,00:55.9,-52:36:26.2,7.066,16.543,15.98,52.39,16.5,13.8,11.5,-101.5,4.4,tp,7.3,-999,6.50E+04,MIPS/IGA,,329.4721114,0.214215474
1221,1437,G329.4761+00.8414,HII region,58:16.5,-52:07:43.3,6.588,9.857,10.31,39.3,15.2,13.3,12.9,-82.6,4.8,nz,5.1,-999,4.80E+04,MIPS/IGA,,329.4762156,0.841425117
1222,1440,G329.4925+00.8308,Young/old star?,58:24.2,-52:07:33.9,1.446,2.79,3.97,4.42,17.5,13.5,10.6,-81.4,4.9,nz,5.1,-999,1.70E+04,MIPS/IGA,,329.4927737,0.830765697
1223,1463,G329.5982+00.0560,Diffuse HII region,02:14.6,-52:38:37.6,4.094,8.008,7.42,17.35,16.9,14.1,12.4,-100.8,4.4,tp,7.3,-999,4.30E+04,MIPS/IGA,,329.5982871,0.055994442
1224,1462,G329.6098+00.1139,YSO,02:03.1,-52:35:33.1,1.1,2.34,3.48,10.66,15.3,14.1,13.3,-63.9,5.4,nsa?,4.1,-999,7.20E+03,MIPS/IGA,,329.6101053,0.113728305
1225,1465,G329.8145+00.1411,HII region,02:56.8,-52:26:13.3,0.266,-0.602,1.12,8.57,-999,-999,-999,-85,4.8,fsa,9.5,-999,3.70E+04,MIPS/IGA,,329.8149553,0.141002176
1226,1452,G330.0699+01.0639,YSO,00:15.6,-51:34:24.5,0.731,0.99,1.82,13.99,17.8,16.9,13.7,-49.3,5.9,nz,3.3,-999,5.20E+03,MIPS/IGA,,330.0702549,1.063721968
1227,1468,G330.2845+00.4933,HII region,03:43.3,-51:51:45.9,1.39,1.422,2.7,16.7,17.4,15.4,13.5,-999,-999,nsa?,-999.0,-999,-999,MIPS/IGA,,330.2838112,0.493285094
1228,1476,G330.2923+00.0010A,YSO,05:53.7,-52:13:31.4,0.703,1.061,0.98,4.34,17.1,14.2,12,-64.3,5.3,fsa?,10.7,-999,9.00E+03,MIPS/IGA,,330.2923308,1.73E-04
1229,1476,G330.2923+00.0010B,HII region,05:53.5,-52:13:29.2,0.703,1.061,0.98,4.34,17.1,14.2,12,-64.3,5.3,fsa?,10.7,-999,9.00E+03,MIPS/IGA,,330.2923589,9.69E-04
1230,1484,G330.2935-00.3946A,HII region,07:38.1,-52:30:53.9,8.603,22.044,32.26,102.19,-999,-999,-999,-80,4.9,f,9.8,-999,1.50E+05,MIPS/IGA,,330.2954545,-0.392713479
1231,1484,G330.2935-00.3946B,HII region,07:37.4,-52:31:01.4,8.603,22.044,32.26,102.19,-999,-999,-999,-80,4.9,f,9.8,-999,8.90E+04,MIPS/IGA,,330.2928713,-0.393182182
1232,1484,G330.2935-00.3946C,HII region,07:38.8,-52:30:59.2,8.603,22.044,32.26,102.19,-999,-999,-999,-80,4.9,f,9.8,-999,4.50E+04,MIPS/IGA,,330.2958916,-0.395098843
1233,1472,G330.6605+00.5788,HII region,05:10.4,-51:32:54.9,1.539,1.813,1.79,3.51,15.8,14.1,12.8,-75.7,5,fsa,10.1,-999,1.90E+04,MIPS/IGA,,330.6606023,0.578846661
1234,1483,G330.7223+00.1779,Diffuse HII region?,07:11.9,-51:48:19.8,0.299,-0.673,0.94,3.52,13.6,12.7,12.6,-999,-999,-999,-999.0,-999,-999,IRAS,,330.7224018,0.177850478
1235,1502,G330.8708-00.3715,HII region,10:19.0,-52:06:38.5,2.523,3.691,4.24,13.23,17.7,15.7,13.8,-63.3,5.3,n,4.2,-999,7.60E+03,MSX,,330.8708252,-0.371605021
1236,1508,G330.9288-00.4070A,HII region,10:45.1,-52:05:50.2,2.102,3.486,4.96,27.49,15.7,13.1,11.4,-41.6,6.1,fsa,12.0,-999,3.90E+04,MIPS/IGA,,330.9288933,-0.407100221
1237,1508,G330.9288-00.4070B,YSO,10:44.9,-52:05:50.8,2.102,3.486,4.96,27.49,15.7,13.1,11.4,-41.6,6.1,fsa,12.0,-999,1.70E+04,MIPS/IGA,,330.9284047,-0.406874263
1238,1492,G330.9544-00.1817,HII region,09:52.5,-51:54:54.9,1.225,1.635,3.79,54.29,17.1,14.9,12.6,-91.6,4.5,f?,9.6,-999,1.10E+06,MIPS/IGA,,330.9535662,-0.181981277
1239,1494,G330.9657-00.1891,HII region,09:58.0,-51:54:44.2,1.372,1.697,1.79,6.71,18,15.7,13.9,-91.4,4.5,-999,9.6,-999,2.00E+04,MSX,,330.9658215,-0.189240896
1240,1490,G331.0890+00.0163A,YSO,09:38.9,-51:40:43.8,0.866,1.114,1.57,6.43,15.3,14.3,13.6,-95.6,4.4,-999,9.6,-999,1.00E+04,MIPS/IGA,,331.0878669,0.01574388
1241,1490,G331.0890+00.0163B,HII region,09:39.1,-51:40:39.3,0.866,1.114,1.57,6.43,-999,-999,-999,-95.6,4.4,-999,9.6,-999,5.60E+03,MIPS/IGA,,331.0891127,0.016296056
1242,1501,G331.0931-00.1303,HII region,10:18.6,-51:46:57.8,1.554,1.67,1.8,15.12,15.9,13.4,11.8,-64,5.3,-999,4.2,-999,5.60E+03,MIPS/IGA,,331.0927918,-0.130154055
1243,1529,G331.1194-00.4955,HII region,12:03.0,-52:01:57.7,1.656,3.666,6.96,31.03,16,14.9,12.3,-66.8,5.2,n,4.2,-999,1.30E+04,MIPS/IGA,,331.1188805,-0.495841918
1244,1528,G331.1277-00.4814,HII region,12:01.7,-52:00:58.3,4.923,6.81,5.66,16.49,15.4,14.7,13.4,-67.7,5.2,-999,4.2,-999,1.10E+04,MIPS/IGA,,331.1277777,-0.48156966
1245,1542,G331.1312-00.5231,HII region,12:13.8,-52:02:39.1,4.703,6.735,7.11,27.19,15.2,13.2,13,-999,-999,-999,-999.0,-999,-999,IRAS,,331.1312996,-0.523227136
1246,1488,G331.1465+00.1343,HII region,09:24.2,-51:33:07.9,1.167,2.274,1.93,4.49,-999,-999,-999,-75.3,4.9,f,10.2,-999,2.00E+04,MIPS/IGA,,331.145568,0.134732928
1247,1531,G331.1678-00.4580,Diffuse HII region,12:06.8,-51:58:18.1,4.234,7.722,4.25,11.3,14.4,12.6,11.5,-69.9,5.1,-999,4.2,-999,1.80E+04,MIPS/IGA,,331.1678542,-0.458128306
1248,1475,G331.2401+01.0616,HII region,05:52.5,-50:48:08.6,2.963,5.785,4.96,14.73,15.3,13.2,10.5,-999,-999,-999,-999.0,,-999,IRAS,,331.2402163,1.061566273
1249,1478,G331.3532+01.1498,HII region,06:02.0,-50:39:40.3,4.825,7.667,7.67,32.86,15.8,13.9,12.9,-79.5,4.8,nz,4.9,,1.40E+05,IRAS,,331.3532992,1.14981149
1250,1480,G331.3546+01.0638A,YSO,06:25.8,-50:43:22.2,4.503,11.05,11.08,85.2,12.6,11.1,9.6,-78.3,4.8,n,4.9,-999,1.50E+05,IRAS,,331.35873,1.062025392
1251,1480,G331.3546+01.0638B,HII region,06:23.1,-50:43:27.3,4.503,11.05,11.08,85.2,15.6,13.5,11.4,-78.3,4.8,n,4.9,-999,7.10E+04,IRAS,,331.3525081,1.065720763
1252,1481,G331.3576+01.0626,HII/YSO?,06:25.3,-50:43:23.5,10.524,19.343,21.17,33.53,12.6,11.1,9.6,-78.3,4.8,-999,4.8,-999,1.5e+05/6.7e+05,IRAS,,331.3576257,1.062533769
1253,1554,G331.3865-00.3598,Diffuse HII region,12:42.7,-51:45:01.4,6.381,14.229,11.04,33.01,13.5,11.7,10.6,-65.6,5.2,-999,4.2,-999,2.10E+04,MIPS/IGA,,331.3865561,-0.359853127
1254,1520,G331.4117+00.0154,HII region?,11:10.5,-51:27:38.6,0.618,1.37,2.16,3.99,-999,-999,-999,-2.8,8.4,fhii?,14.9,-999,6.50E+04,MIPS/IGA,,331.4101793,0.014647621
1255,1555,G331.4181-00.3546,HII region,12:50.2,-51:43:28.5,4.457,6.11,5.74,39.53,16.5,14.4,12.1,-63.9,5.3,n,4.2,-999,2.10E+04,MIPS/IGA,,331.4184271,-0.354401928
1256,1532,G331.4904-00.1173,HII region,12:07.5,-51:30:01.6,0.383,-0.85,0.9,3.63,14.9,14.3,14.1,-88.7,4.6,-999,9.6,-999,1.10E+05,MIPS/IGA,,331.4911721,-0.115275803
1257,1537,G331.5414-00.0675,HII region,12:09.0,-51:25:47.0,6.547,35.715,54.31,120.07,-999,-999,-999,-88.4,4.6,f,9.6,-999,3.60E+05,MSX,,331.5423729,-0.066332157
1258,1560,G331.5487-00.5364,Young/old star?,14:15.4,-51:46:03.6,4.54,6.29,7.01,10.23,12.8,11,9.4,-999,-999,-999,-999.0,-999,-999,MSX,,331.5484123,-0.536589787
1259,1549,G331.5582-00.1206,HII region?,12:27.3,-51:27:32.0,3.953,14.156,20.75,50.38,16,14.9,13.2,-101.2,4.3,-999,9.6,-999,1.50E+05,MSX,,331.5570022,-0.120025273
1260,1507,G331.5651+00.2883,YSO,10:42.4,-51:09:19.8,0.121,-0.673,0.99,3.06,17.9,14.2,11.3,-56.7,5.5,nsa?,3.7,-999,1.10E+03,MIPS/IGA,,331.5641871,0.288170496
1261,1553,G331.6035-00.1081,HII region,12:36.9,-51:25:05.6,3.873,5.119,6.39,34.11,15.1,13.3,12,-85.2,4.6,-999,9.6,-999,8.70E+04,MIPS/IGA,,331.6031107,-0.10753515
1262,1547,G331.6191-00.0442A,YSO,12:24.6,-51:21:42.4,0.217,-0.602,1.42,3.18,-999,-999,-999,-75.7,4.9,-999,9.6,-999,1.60E+04,MIPS/IGA,,331.6184468,-0.04451222
1263,1547,G331.6191-00.0442B,HII region,12:24.8,-51:21:40.3,0.217,-0.602,1.42,3.18,-999,-999,-999,-75.7,4.9,-999,9.6,-999,1.70E+03,MIPS/IGA,,331.6191305,-0.044353804
1264,4188,G331.7318+02.6747,Young/old star?,01:30.7,-49:16:06.2,0.086,-0.587,0.84,5.79,12.9,11.4,10.3,-25.4,6.9,nz,1.9,-999,976,MIPS/IGA,,331.731873,2.674710965
1265,1558,G331.7953-00.0979,YSO?,13:28.0,-51:16:46.7,2.776,5.006,9.36,17.32,16.9,14,9.8,-1.6,8.5,fsa,14.9,-999,1.10E+05,MIPS/IGA,,331.7949909,-0.097917155
1266,1575,G332.0939-00.4206,YSO,16:16.5,-51:18:25.2,85.098,127.3,170.63,182.27,15.3,9.6,5.9,-57.2,5.4,-999,3.5,,1.80E+05,IRAS,,332.093641,-0.420640147
1267,1584,G332.1494-00.4833,Diffuse HII region,16:48.6,-51:18:48.2,1.532,2.362,1.6,3.1,12.2,11,10.5,-56.8,5.5,-999,3.8,-999,1.4e+03/1.3e+04,MSX,,332.1494851,-0.483400313
1268,1580,G332.1544-00.4487,HII region,16:40.8,-51:17:06.3,27.945,101.04,181.1,622.34,14.9,13.3,11.3,-55.3,5.5,f,3.5,-999,2.00E+05,IRAS,,332.1544463,-0.448833918
1269,1474,G332.2941+02.2799,YSO,05:41.5,-49:11:31.5,1.393,2.063,5.63,32.19,15.9,15,12.3,-24.3,6.9,nz,1.9,-999,844,MIPS/IGA,,332.2941472,2.279826521
1270,1573,G332.2944-00.0962,HII region,15:45.9,-50:56:02.4,4.878,8.831,9.2,40.09,17.6,14.7,13,-48.4,5.8,n,3.5,-999,2.50E+04,MIPS/IGA,,332.2944706,-0.096291504
1271,1596,G332.4683-00.5228A,YSO,18:26.5,-51:07:12.0,1.306,1.682,1.82,10.55,-999,-999,-999,-52.6,5.6,-999,3.5,-999,3.20E+03,MIPS/IGA,,332.4675262,-0.522832251
1272,1596,G332.4683-00.5228B,YSO,18:26.9,-51:07:08.7,1.306,1.682,1.82,10.55,-999,-999,-999,-52.6,5.6,-999,3.5,-999,2.00E+03,MIPS/IGA,,332.4688403,-0.522834807
1273,1586,G332.5299-00.1188,Diffuse HII region,16:56.3,-50:47:12.8,3.235,6.69,5.33,13.18,15.6,14.5,13.4,-48.7,5.7,a,3.5,-999,1.10E+04,MIPS/IGA,,332.5299904,-0.118942922
1274,1587,G332.5438-00.1277,HII region,17:02.3,-50:47:03.3,15.418,19.962,17.39,87.84,12,10.7,9.7,-47.5,5.8,nj,3.5,-999,8.10E+04,IRAS,,332.5432024,-0.128056582
1275,1562,G332.5984+00.4741,HII region,14:39.9,-50:18:42.1,0.197,-0.602,1.18,3.99,15.8,14.4,13.7,-999,-999,-999,-999.0,,-999,IRAS,,332.5984599,0.474053354
1276,1605,G332.6450-00.6036,Diffuse HII region,19:36.6,-51:03:12.2,4.247,7.755,11.41,44.91,16.1,13.8,12.6,-51.6,5.6,nj,3.5,-999,1.80E+04,MSX,,332.6450326,-0.603673059
1277,4204,G332.6483-00.6002,Diffuse HII region,19:36.6,-51:02:55.3,-0.041,1.595,1.2,8.05,14.7,14.4,13.3,-49.2,5.7,nz,3.5,-999,3.20E+03,MSX,,332.6483272,-0.600328715
1278,1612,G332.7013-00.5874A,YSO,19:47.5,-51:00:06.6,8.515,16.305,23.28,28.44,14.6,13.4,11.5,-57.6,5.4,-999,3.5,-999,4.20E+03,MIPS/IGA,,332.7015517,-0.586989141
1279,1612,G332.7013-00.5874B,HII region,19:46.6,-51:00:06.5,8.515,16.305,23.28,28.44,15,14,12.2,-57.6,5.4,-999,3.5,-999,4.20E+03,MIPS/IGA,,332.6999096,-0.585330723
1280,1592,G332.7673-00.0069,HII region,17:31.4,-50:32:28.6,6.213,9.839,9.01,26.88,15.6,14.7,12.7,-95.6,4.3,-999,5.5,-999,7.30E+04,MIPS/IGA,,332.7673883,-0.00699848
1281,1598,G332.7867-00.2404,HII region?,18:38.3,-50:41:41.6,0.433,0.652,1.35,4.67,15.1,12.3,11,-44.3,5.9,-999,3.5,-999,4.80E+03,MIPS/IGA,,332.7868173,-0.240469404
1282,1640,G332.8151-00.6543,HII region?,20:35.9,-50:58:10.0,0.661,0.891,3.05,7.26,14.7,14.3,12.5,-47.4,5.8,nz,3.5,-999,1.60E+03,MIPS/IGA,,332.8147298,-0.653357594
1283,1623,G332.8256-00.5498,HII/YSO,20:11.1,-50:53:15.4,24.294,83.464,166.15,771.02,17.2,13.1,8.9,-57.7,5.4,n,3.5,-999,1.80E+05,MIPS/IGA,,332.8259763,-0.549326859
1284,1629,G332.8662-00.5657,Diffuse HII region,20:26.4,-50:52:15.2,0.261,0.688,1.56,5.38,13.6,13.9,13.1,-57.1,5.4,-999,3.5,-999,1.70E+03,MIPS/IGA,,332.8663677,-0.565773248
1285,1485,G332.9457+02.3855,YSO,08:12.0,-48:40:36.4,0.989,1.53,2.06,3.41,12.3,10.8,9.7,-24.6,6.9,nz,1.9,-999,860,MIPS/IGA,,332.9458492,2.385538487
1286,1506,G332.9565+01.8035A,HII region,10:38.9,-49:05:57.4,6.239,9.969,9.34,22.43,15.3,13.6,11.7,-22.8,7,nz,1.8,-999,464,MIPS/IGA,,332.9559362,1.802081409
1287,1506,G332.9565+01.8035B,YSO,10:38.9,-49:05:57.4,6.239,9.969,9.34,22.43,15.3,13.6,11.7,-22.8,7,nz,1.8,-999,464,MIPS/IGA,,332.9559362,1.802081409
1288,1645,G332.9868-00.4871,YSO,20:37.8,-50:43:49.6,7.045,19.585,31.64,63.73,17.6,13.7,9.3,-56.4,5.4,-999,3.5,-999,2.60E+04,MIPS/IGA,,332.986544,-0.487139968
1289,1568,G333.0058+00.7707,YSO,15:13.8,-49:48:52.0,3.727,5.773,5.3,17.07,15.8,13.9,11,-48.3,5.7,nj,3.3,-999,2.00E+03,MSX,,333.0074775,0.771069296
1290,1636,G333.0145-00.4438,Diffuse HII region,20:33.8,-50:40:48.3,13.021,29.557,33.88,145.87,15.7,14.8,12.1,-54,5.5,n,3.5,-999,2.60E+05,IRAS,,333.0145092,-0.443946815
1291,1570,G333.0162+00.7615,HII region,15:18.7,-49:48:53.5,7.574,13.443,13.18,60.64,13.5,11.8,10.6,-47.9,5.7,n,3.3,,6.00E+04,IRAS,,333.0167288,0.761642333
1292,1597,G333.0494+00.0324A,HII region,18:37.1,-50:18:58.3,9.502,13.306,9.37,25.52,15.8,11.8,9.2,-45.3,5.8,nsa,3.2,-999,1.70E+03,MIPS/IGA,,333.0494538,0.032370369
1293,1597,G333.0494+00.0324B,YSO,18:36.7,-50:19:00.4,9.502,13.306,9.37,25.52,15.8,11.8,9.2,-45.3,5.8,nsa,3.2,-999,1.70E+03,MIPS/IGA,,333.0482471,0.032734904
1294,1648,G333.0682-00.4461,YSO,20:49.0,-50:38:40.3,3.652,7.151,14.21,29.34,-999,-999,-999,-53.1,5.5,-999,3.5,-999,1.20E+04,MSX,,333.06794,-0.446871085
1295,1676,G333.1075-00.5020,YSO,21:14.2,-50:39:12.6,3.146,13.2,21.44,47.82,15.1,13.4,11.7,-55.8,5.4,-999,3.5,-999,2.90E+03,MIPS/IGA,,333.1089548,-0.50030884
1296,1599,G333.1153+00.0950,YSO,18:38.1,-50:13:32.8,3.539,5.298,7.01,7.02,12.7,9.8,7.7,-44.1,5.9,-999,3.5,-999,4.30E+03,MIPS/IGA,,333.1146688,0.095058853
