#id,rmsid,name,type,ra,dec,flux8,flux12,flux14,flux21,jmag,hmag,kmag,vlsr,rgc,kds,d,blank,firlum,firflux,blank2,GAL_LONG,GAL_LAT
422,3548,G049.3950-00.3688,Diffuse HII region,23:28.8,+14:26:05.6,1.199,1.799,1.12,2.75,16.4,15.4,14.3,66.2,6.1,tp,5.1,-999,4.60E+03,MIPS/IGA,,49.39501892,-0.368894105
423,3575,G049.3994-00.4906,Diffuse HII region,23:55.9,+14:22:52.6,1.276,3.818,5.77,22.85,16.8,14,12.6,56.9,6.4,n,5.1,-999,1.20E+04,MIPS/IGA,,49.39951512,-0.490682229
424,3550,G049.4227-00.3715,HII region?,23:32.7,+14:27:28.5,11.632,16.023,17.36,25.09,13.4,10,7.7,66.2,6.1,tp,5.1,-999,2.10E+04,MSX,,49.4227501,-0.371880784
425,3552,G049.4564-00.3559,HII region,23:33.1,+14:29:42.7,13.313,60.878,112.62,200.74,17.4,14.1,13,56.9,6.4,n,5.1,-999,1.70E+05,MSX,,49.45653735,-0.35600601
426,3571,G049.4606-00.4334,YSO??,23:50.4,+14:27:47.4,0.568,0.626,0.93,4.96,17.8,16.8,13.9,-999,-999,-999,-999.0,-999,-999,MSX,,49.46128892,-0.432613812
427,3560,G049.4673-00.3842,Diffuse HII region,23:40.6,+14:29:28.6,5.149,20.405,34.77,78.08,17.8,14.1,12.3,56.9,6.4,n,5.1,-999,6.60E+04,MSX,,49.46731007,-0.384377703
428,3549,G049.4779-00.3284,Diffuse HII region,23:29.6,+14:31:37.5,3.546,16.795,28.13,142.97,14.7,12.2,10.8,62,6.2,n,5.1,-999,5.60E+04,MIPS/IGA,,49.47796959,-0.328494231
429,3555,G049.4883-00.3545A,HII region,23:35.9,+14:31:28.6,1.791,4.038,2.35,37.33,15.9,14.1,12.1,56.9,6.4,n,5.1,-999,2.70E+04,MSX,,49.48766647,-0.35180797
430,3555,G049.4883-00.3545B,YSO,23:36.8,+14:31:16.4,1.791,4.038,2.35,37.33,18,16.2,13.9,56.9,6.4,n,5.1,-999,5.10E+03,MSX,,49.48643389,-0.356679908
431,3561,G049.4885-00.3799,HII region,23:42.1,+14:30:43.5,49.332,253.19,452.59,1400,14,14.1,11.6,-999,-999,-999,-999.0,-999,-999,MSX,,49.48858128,-0.380016674
432,3559,G049.4903-00.3694,HII region,23:40.2,+14:31:06.6,129.57,487.77,914.06,2700,12.9,11,8.8,56.9,6.4,n,5.1,,7.00E+05,IRAS,,49.49046028,-0.369945429
433,3554,G049.4952-00.3422,Diffuse HII region,23:34.7,+14:32:08.8,3.922,8.58,6.57,17.54,14.2,12.7,11.8,56.9,6.4,n,5.1,-999,1.50E+04,MSX,,49.49527699,-0.342371541
434,3577,G049.4970-00.4718,HII region,24:03.2,+14:28:33.9,1.633,2.2,2.24,15.1,14.7,13.2,12.2,56.9,6.4,n,5.1,-999,6.40E+03,MIPS/IGA,,49.49705754,-0.471933716
435,3572,G049.5373-00.3929,HII region,23:50.5,+14:32:57.3,13.368,47.206,95.58,248.5,9.5,8.1,7.6,56.9,6.4,n,5.1,-999,2.10E+05,MSX,,49.53723691,-0.392085022
436,3558,G049.5531-00.3302,HII region,23:38.9,+14:35:33.0,3.238,8.139,9.72,30.41,14.3,12.5,11.6,62,6.2,n,5.1,-999,1.60E+04,MIPS/IGA,,49.55317467,-0.330310031
437,3547,G049.5722-00.2737,HII region,23:28.8,+14:38:09.6,1.931,3.043,1.98,4.8,15.9,14.9,14.1,50.9,6.5,f,5.1,-999,1.60E+04,MIPS/IGA,,49.57226466,-0.273864516
438,3573,G049.5849-00.3837,HII region,23:54.3,+14:35:42.7,5.019,21.583,36.21,115.41,16,15,14,50.9,6.5,f,5.1,-999,4.00E+04,MIPS/IGA,,49.58496701,-0.383859522
439,3546,G049.5993-00.2488,YSO,23:26.6,+14:40:16.9,0.16,-0.538,1.4,7.66,15.6,13.8,12.7,56.9,6.4,n,5.1,-999,3.70E+03,MIPS/IGA,,49.59935331,-0.249553055
440,3483,G050.0721+00.5591,YSO,21:24.8,+15:28:04.6,1.137,1.787,1.8,3.38,16.6,14.7,12.6,-1.3,8.7,fo,11.2,-999,1.80E+04,MIPS/IGA,,50.07073569,0.558289023
441,3593,G050.2213-00.6063,YSO,25:57.8,+15:02:59.6,4.593,9.628,14.19,29.47,13.7,11.4,9.8,41.2,6.9,n,3.3,-999,4.30E+03,MIPS/IGA,,50.22113411,-0.606330495
442,3587,G050.2844-00.3925A,YSO,25:17.8,+15:12:24.5,4.018,8.252,10.38,42.42,16.2,14.1,11.3,14.8,7.9,f,9.9,-999,2.10E+04,MIPS/IGA,,50.28290421,-0.390303934
443,3587,G050.2844-00.3925B,HII region,25:17.9,+15:12:25.8,4.018,8.252,10.38,42.42,-999,-999,-999,14.8,7.9,f,9.9,-999,2.80E+04,MIPS/IGA,,50.28333656,-0.390344998
444,3587,G050.2844-00.3925C,HII region,25:18.5,+15:12:29.1,4.018,8.252,10.38,42.42,-999,-999,-999,14.8,7.9,f,9.9,-999,2.00E+05,MIPS/IGA,,50.28532617,-0.392104631
445,3484,G050.3159+00.6746,HII region,21:28.0,+15:44:20.7,3.676,6.765,6.88,30.67,14.5,13.2,12.4,26.3,7.4,nw,1.9,-999,3.00E+03,MIPS/IGA,,50.31605105,0.674515403
446,3580,G050.7796+00.1520,YSO,24:17.4,+15:54:01.8,0.229,-0.589,1.24,3.62,-999,-999,-999,43.7,6.8,n,3.7,-999,2.80E+03,MIPS/IGA,,50.77890635,0.151857692
447,3609,G051.4006-00.8893A,YSO,29:19.7,+15:57:05.5,3.113,3.936,3.91,7.69,14.7,12.5,9.8,61.2,6.3,tp,5.0,-999,4.60E+03,MIPS/IGA,,51.40038022,-0.889003954
448,3609,G051.4006-00.8893B,HII region,29:19.8,+15:57:05.7,3.113,3.936,3.91,7.69,15.4,12.4,10.1,61.2,6.3,tp,5.0,-999,4.50E+03,MIPS/IGA,,51.40065918,-0.889399433
449,3576,G051.6783+00.7190,HII region,23:58.8,+16:57:41.0,1.015,1.39,3.62,12.55,17.4,15.2,13.9,3.8,8.4,f,10.4,-999,8.10E+04,MIPS/IGA,,51.67836155,0.719352537
450,3585,G052.2025+00.7217A,YSO,24:59.8,+17:25:18.1,2.823,3.885,3.85,14.69,16.1,13.1,10.1,4.6,8.4,f,10.2,-999,1.60E+04,MIPS/IGA,,52.19888329,0.723273681
451,3585,G052.2025+00.7217B,HII region,25:00.6,+17:25:26.6,2.823,3.885,3.85,14.69,14.7,13,12.4,4.6,8.4,f,10.2,-999,2.80E+04,MIPS/IGA,,52.20247008,0.721592387
452,3586,G052.2078+00.6890,YSO,25:08.5,+17:24:47.4,0.421,0.994,2.01,9.57,15.3,13.7,12.2,4.6,8.4,f,10.2,-999,1.90E+04,MIPS/IGA,,52.20775345,0.688811669
453,3621,G052.5405-00.9272,YSO?,31:45.0,+16:55:59.1,2.227,3.415,3.81,5.41,16.6,14.5,11.8,56.5,6.4,f,4.9,-999,1.40E+04,MIPS/IGA,,52.54038783,-0.927122957
454,3596,G052.7528+00.3343,HII region,27:32.2,+17:43:27.2,3.361,6.388,5.22,16.74,16.6,14,12.1,15.2,7.9,f,9.2,-999,3.30E+04,MIPS/IGA,,52.75287559,0.334482847
455,3597,G052.9217+00.4142,YSO,27:35.0,+17:54:38.0,2.127,2.871,3.83,6,15.8,13.8,11.8,45,6.8,f,5.7,-999,3.20E+03,MIPS/IGA,,52.92182578,0.413820364
456,3615,G052.9221-00.4892,HII region,30:54.6,+17:28:41.7,1.528,2.196,2.15,5.79,15.9,14.1,11.2,46.3,6.8,f,5.1,-999,7.20E+03,IRAS,,52.92172753,-0.488832583
457,3603,G053.0366+00.1110A,YSO,28:55.7,+17:51:59.5,0.898,1.275,1.01,5.46,-999,-999,-999,5,8.4,f,9.6,-999,3.70E+03,MIPS/IGA,,53.03594275,0.111766966
458,3603,G053.0366+00.1110B,HII/YSO,28:55.7,+17:52:03.4,0.898,1.275,1.01,5.46,-999,-999,-999,5,8.4,f,9.6,-999,8.60E+03,MIPS/IGA,,53.03696993,0.112146005
459,3608,G053.1417+00.0705,YSO,29:17.6,+17:56:23.0,6.645,12.418,17.71,31.58,17.5,14.5,11.9,22,7.6,n,1.6,-999,3.30E+03,MIPS/IGA,,53.14184696,0.070426652
460,3602,G053.1865+00.2093,HII region,28:52.4,+18:02:44.4,1.903,3.715,3.46,9.95,16.3,14.4,12.4,5,8.4,f,9.6,-999,2.00E+04,MIPS/IGA,,53.18704922,0.20885331
461,3607,G053.1969+00.1483,Diffuse HII region,29:07.0,+18:01:31.4,1.216,1.976,1.32,3.3,-999,-999,-999,5,8.4,f,9.6,-999,2.90E+04,MIPS/IGA,,53.19696234,0.148288865
462,3625,G053.5343-00.7943,YSO,33:16.4,+17:52:04.8,6.415,14.979,19.86,23.35,13.8,10.7,8.3,60.7,6.3,tp,4.7,-999,6.20E+03,MIPS/IGA,,53.53465525,-0.794089285
463,3611,G053.6185+00.0376,YSO,30:22.6,+18:20:32.2,0.81,0.784,1.17,4.29,14.9,13.4,12.5,23.7,7.6,f,6.4,-999,1.30E+04,MIPS/IGA,,53.61853566,0.037579298
464,3616,G053.9584+00.0317,HII region,31:05.2,+18:38:16.8,2.188,4.096,5.34,27.69,16.9,14.8,12.8,41.6,6.9,tp,6.4,-999,3.00E+04,MIPS/IGA,,53.95880704,0.032013357
465,3619,G054.0954-00.0598,HII region,31:42.2,+18:42:51.1,1.191,3.942,5.24,16.47,17.8,15.4,13.4,39.9,7,f,6.4,-999,2.40E+04,MIPS/IGA,,54.09590048,-0.059317099
466,4938,G054.1496+00.1680,HII region??,30:58.4,+18:52:11.9,0.53,0.807,0.71,2.86,16.4,14.5,13.1,35.2,7.2,f,6.4,-999,2.90E+03,MIPS/IGA,,54.1492266,0.167208737
467,3630,G055.1581-00.2991,HII/YSO,34:46.0,+19:31:37.9,3.354,4.947,5.17,16.95,16,14.6,12,39,7,tp,4.9,-999,1.40E+04,MIPS/IGA,,55.15739062,-0.299216666
468,3631,G055.9966-00.0848,HII region??,35:42.2,+20:21:52.3,1.713,2.364,1.75,4.19,14.8,12,10.5,40,7,tp,4.7,-999,2.50E+03,MIPS/IGA,,55.99617021,-0.084495151
469,3641,G056.3694-00.6333,YSO,38:31.6,+20:25:18.7,1.574,1.918,2.36,3.97,-999,-999,-999,32.4,7.3,f?,6.4,-999,6.50E+03,MIPS/IGA,,56.36961361,-0.633668513
470,3635,G056.4120-00.0277,YSO,36:21.5,+20:45:17.9,3.306,5.067,5.62,7.17,12.5,9.9,8.1,-4.6,8.9,fo,10.0,-999,1.70E+04,MIPS/IGA,,56.4118281,-0.028081335
471,3648,G057.5474-00.2717A,YSO,39:39.6,+21:37:31.7,4.225,9.166,11.12,39.68,14.9,13.1,10.8,3.4,8.5,fsa,9.1,-999,3.10E+04,MIPS/IGA,,57.54777327,-0.272266077
472,3648,G057.5474-00.2717B,HII region,39:39.5,+21:37:31.0,4.225,9.166,11.12,39.68,-999,-999,-999,3.4,8.5,fsa,9.1,-999,3.00E+04,MIPS/IGA,,57.54729886,-0.271822416
473,3644,G058.4670+00.4360A,YSO,38:56.8,+22:46:31.8,0.765,0.973,1.42,3.36,17.3,16.1,14,36.5,7.2,tp,4.4,-999,912,MIPS/IGA,,58.46776401,0.437315065
474,3644,G058.4670+00.4360B,HII region,38:57.3,+22:46:22.9,0.765,0.973,1.42,3.36,-999,-999,-999,36.5,7.2,tp,4.4,-999,2.30E+03,MIPS/IGA,,58.46666791,0.43422652
475,3642,G058.7087+00.6607,YSO?,38:36.8,+23:05:43.5,0.85,0.796,0.8,4.68,17.1,15.2,12.2,30.5,7.4,-999,4.4,-999,4.40E+03,MIPS/IGA,,58.70888124,0.661076353
476,3660,G059.3614-00.2068,YSO,43:18.0,+23:14:01.4,1.818,5.239,8.72,25.6,13.9,11.5,9.6,29,7.4,-999,2.2,-999,941,MIPS/IGA,,59.36143853,-0.206736463
477,3657,G059.4657-00.0457,YSO,42:55.0,+23:24:14.7,1.391,2.103,2.2,3.62,10.5,9.6,8.6,31.3,7.4,tp,2.2,-999,851,MIPS/IGA,,59.46549656,-0.045740742
478,4414,G059.4982-00.2365,YSO,43:42.5,+23:20:13.7,0.075,1.071,1.65,4.66,-999,-999,-999,26.2,7.5,-999,2.2,-999,688,MIPS/IGA,,59.4978388,-0.236568117
479,3663,G059.6403-00.1812A,YSO,43:48.5,+23:29:17.9,3.198,4.47,3.17,14.09,14.8,13,11.2,27.5,7.5,-999,2.2,-999,1.50E+03,MIPS/IGA,,59.64043681,-0.181302042
480,3663,G059.6403-00.1812B,HII region,43:48.5,+23:29:17.9,3.198,4.47,3.17,14.09,14.8,13,11.2,27.5,7.5,-999,2.2,-999,1.50E+03,MIPS/IGA,,59.64043681,-0.181302042
481,3662,G059.7654-00.0269,HII region,43:29.8,+23:40:24.9,1.991,2.232,2.71,18.29,18.5,17.4,13.7,19.8,7.8,-999,2.2,-999,1.80E+03,MIPS/IGA,,59.76548581,-0.027061689
482,3659,G059.7831+00.0648,YSO,43:11.2,+23:44:03.6,5.325,8.528,14.91,47.4,17.3,14.3,10.8,22.4,7.7,n,2.2,-999,8.40E+03,MIPS/IGA,,59.78284345,0.064725222
483,3658,G059.7856+00.0734,HII region,43:09.4,+23:44:34.0,1.26,1.88,1.25,3.07,13.4,12.4,11.7,22.6,7.7,-999,2.2,-999,462,MSX,,59.78677102,0.074849195
484,4941,G059.8329+00.6729,YSO,40:59.3,+24:04:44.1,0.492,1.256,0.79,3.61,-999,-999,-999,34.4,7.3,tp,4.2,-999,1.90E+03,MIPS/IGA,,59.83287592,0.671940348
485,3661,G059.9997+00.1167,YSO?,43:27.8,+23:56:53.0,0.749,0.938,1.18,2.7,18.1,14.6,12.4,-15.2,9.4,fo,10.1,-999,8.70E+03,MIPS/IGA,,59.9996,0.116418893
486,3668,G060.5750-00.1861,YSO,45:52.5,+24:17:42.8,2.692,6.404,10.32,27.35,-999,-999,-999,4.9,8.4,?,0.2,-999,20/35899,MIPS/IGA,,60.57538985,-0.186682393
487,3670,G060.8716-00.1072,HII region,46:13.7,+24:35:29.9,7.432,8.628,10.61,94.42,12.1,10.9,10.2,22,7.7,-999,2.0,-999,5.00E+03,MIPS/IGA,,60.87213565,-0.10744741
488,3671,G060.8828-00.1295A,HII region,46:20.0,+24:35:28.7,19.623,31.741,43.3,225.09,-999,-999,-999,21.7,7.7,n,2.0,-999,2.00E+04,MIPS/IGA,,60.88385857,-0.128285538
489,3671,G060.8828-00.1295B,YSO,46:20.2,+24:35:23.2,19.623,31.741,43.3,225.09,-999,-999,-999,21.7,7.7,n,2.0,-999,2.00E+04,MIPS/IGA,,60.8828423,-0.129577351
490,3665,G061.7201+00.8630,HII region,44:23.6,+25:48:43.4,1.358,2.178,3.03,18.04,13.5,12.1,12.1,-72.6,14.1,fo,15.9,-999,7.80E+04,MIPS/IGA,,61.72065214,0.86295159
491,3683,G063.1140+00.3416,YSO,49:32.1,+26:45:15.0,2.994,3.721,3.14,6.84,16.9,13.2,9.7,18.9,7.8,-999,5.6,-999,6.10E+03,MIPS/IGA,,63.11489893,0.341536663
492,3677,G063.1264+00.4444,HII region,49:09.9,+26:48:58.6,2.622,3.861,3.75,13.08,12.4,12,11.7,21,7.8,-999,5.6,-999,8.50E+03,MIPS/IGA,,63.12643525,0.444367001
493,4416,G063.1720+00.4425,Diffuse HII region,49:16.5,+26:51:16.9,-0.055,-0.931,1.85,3.66,-999,-999,-999,21.8,7.7,f,5.6,-999,3.70E+03,MSX,,63.1721229,0.442475326
494,3676,G064.1528+01.2817,HII region,48:15.0,+28:07:30.7,1.508,2.365,2.01,11.98,14.5,13.6,12.3,-55.4,12.1,fo,13.1,-999,4.30E+04,MIPS/IGA,,64.1528635,1.281644885
495,3723,G065.7798-02.6121,YSO,07:06.6,+27:28:47.8,2.544,3.741,4.14,10.02,14.7,11,8.7,5.8,8.4,nz,0.3,-999,52,MIPS/IGA,,65.77881647,-2.612744628
496,3712,G068.2040+00.2387,YSO,02:00.0,+31:03:10.3,0.426,1.173,2.34,7.79,17.7,13.9,11.5,-35.5,10.5,fo,10.1,-999,1.40E+04,MIPS/IGA,,68.20438322,0.238220218
497,3699,G068.2383+00.9596,HII/YSO??,59:12.9,+31:27:43.2,0.966,1.484,1.48,8.05,14.8,13.7,12.3,-1000,0,-999,0.0,,0/0,IRAS,,68.23841538,0.959573728
498,3693,G068.3418+01.3138,HII region?,58:03.1,+31:44:07.8,1.544,2.295,2,9.72,14.9,13.2,12.1,-65.5,12.9,fo,13.3,-999,4.30E+04,MIPS/IGA,,68.34187051,1.313809542
499,3728,G069.5395-00.9754,HII region?,10:09.1,+31:31:35.8,0.548,0.776,1.88,20.63,17.3,15.4,14.8,11.6,8.2,-999,1.2,-999,6.5e+03/9.4e+04,MIPS/IGA,,69.54010013,-0.97556841
500,3707,G070.2928+01.6002,HII region,01:45.7,+33:32:43.6,113.94,330.93,526.02,1300,11.7,10.3,7.8,-25.2,9.9,fo,7.0,-999,5.50E+05,MIPS/IGA,,70.29284515,1.600258464
501,3705,G070.3164+01.6493,HII region?,01:37.3,+33:35:29.0,3.447,3.774,3.82,23.46,13,11.6,10.9,-22.8,9.7,fo,7.0,,1.10E+06,IRAS,,70.31643728,1.649301574
502,3710,G070.3329+01.5864,HII region,01:55.2,+33:34:18.0,6.078,12.247,14.09,57.28,15.5,12.7,11,-22.2,9.7,fo,7.0,-999,9.10E+04,MSX,,70.33261694,1.586046961
503,3706,G070.3341+01.6313,HII region?,01:44.4,+33:35:48.8,0.372,1.049,1.4,3.48,15.6,14,13.1,-22.4,9.7,fo,7.0,-999,5.50E+03,MSX,,70.33415793,1.631261662
504,3726,G071.1499+00.3996,HII region,08:49.9,+33:37:33.5,6.504,10.966,9.93,60.9,14.3,12.4,10.8,-17.9,9.5,fo,7.8,-999,7.00E+04,MIPS/IGA,,71.15013421,0.400088664
505,3735,G071.5219-00.3854,YSO?,12:58.0,+33:30:26.6,5.596,14.782,23.03,43.16,14.7,11.4,9,10.8,8.2,-999,1.7,-999,2.10E+03,MIPS/IGA,,71.52201359,-0.385515803
506,3722,G071.8944+01.3107,YSO,07:04.8,+34:44:42.6,1.886,3.061,3.69,17.14,18.2,14.8,11.7,11.6,8.2,-999,1.7,-999,3.50E+03,MIPS/IGA,,71.89527088,1.31051213
507,3733,G072.2479+00.2617A,HII region,12:17.3,+34:28:11.5,0.328,1.024,2.41,8.66,15.9,14.6,12.8,-71.1,13.3,fo,13.1,-999,1.10E+04,MIPS/IGA,,72.24814554,0.26161923
508,3733,G072.2479+00.2617B,YSO,12:17.3,+34:28:11.5,0.328,1.024,2.41,8.66,15.9,14.6,12.8,-71.1,13.3,fo,13.1,-999,1.10E+04,MIPS/IGA,,72.24814554,0.26161923
509,3746,G072.5056-01.1708,YSO?,18:44.2,+33:53:11.0,0.846,1.141,1.91,3.02,15,14.6,12.5,-25.9,9.9,fo,8.2,-999,8.00E+03,MIPS/IGA,,72.50562079,-1.170995394
510,3724,G073.0633+01.7958,YSO,08:10.1,+35:59:24.0,0.971,1.121,2.73,16.62,15.4,13.3,12.1,0.7,8.6,fo,1.7,-999,2.40E+03,MIPS/IGA,,73.06314502,1.796205077
511,3742,G073.6525+00.1944,YSO,16:22.0,+35:36:06.2,5.986,34.462,67,140.22,13.9,11.5,9.6,-73.4,13.5,fo,13.1,-999,3.50E+05,MIPS/IGA,,73.65278483,0.194165359
512,3752,G073.6952-00.9996,YSO,21:18.9,+34:57:50.9,5.421,8.215,11.52,17.58,12.9,10.6,8,-31.3,10.2,fo,8.5,-999,2.20E+04,MIPS/IGA,,73.69524755,-0.999396779
513,3737,G073.8775+01.0245,HII region?,13:34.3,+36:14:59.2,3.38,5.606,5,23.79,12.9,11.3,10.3,-53.1,11.7,fo,10.7,-999,5.10E+04,MIPS/IGA,,73.8775509,1.024460435
514,3768,G074.0364-01.7133,YSO,25:07.3,+34:50:05.6,0.708,1.422,1.91,2.96,13.4,11.2,9.7,5.8,8.4,nz,1.7,-999,750,MIPS/IGA,,74.03646607,-1.713443045
515,3732,G074.1201+01.5035,HII region,12:14.9,+36:42:57.9,1.181,1.302,1.44,8.57,17,14.6,12.4,-36.2,10.5,fo,8.9,-999,3.60E+04,MIPS/IGA,,74.12012301,1.503494178
516,3743,G074.7541+00.9132,HII region?,16:27.5,+36:55:00.8,1.795,2.12,2.34,15.52,16.3,14.5,12.9,-56.3,11.9,fo,10.9,-999,4.00E+04,MIPS/IGA,,74.75420488,0.913199686
517,3741,G075.6014+01.6394,YSO?,15:48.2,+38:01:31.2,0.526,1.113,1.71,9.43,16.1,14,12.8,-77.5,13.8,fo,13.2,-999,3.90E+04,MIPS/IGA,,75.60204308,1.639216284
518,3755,G075.7666+00.3424,HII/YSO,21:41.5,+37:25:51.2,15.28,45.446,69.58,194.34,14.6,13,13.3,0,8.6,fo,1.7,-999,4.80E+04,MIPS/IGA,,75.76666903,0.342308494
519,3761,G076.0902+00.1412,YSO,23:27.3,+37:34:53.9,1.253,1.589,1.29,3.76,17,14.9,11.8,0.3,8.6,fo,1.7,-999,1.00E+03,MIPS/IGA,,76.09029057,0.141466212
520,3762,G076.1877+00.0974,HII region,23:55.1,+37:38:09.7,5.717,8.18,8.11,54.01,17.7,15,12.2,-2.7,8.7,fo,1.7,-999,1.00E+04,MIPS/IGA,,76.18751757,0.09751689
521,3781,G076.3829-00.6210,HII/YSO,27:26.8,+37:22:47.7,53.108,141.72,228.93,1200,10.4,7.7,5.9,-1.7,8.7,fo,1.7,-999,5.90E+04,MIPS/IGA,,76.38320266,-0.621355614
522,3745,G076.8322+02.1876,YSO,16:59.1,+39:21:06.1,0.272,-0.53,1.04,5.27,-999,-999,-999,3.5,8.5,nz,1.7,-999,451,MIPS/IGA,,76.83224474,2.187591949
523,3815,G077.4052-01.2136,YSO,32:54.1,+37:51:29.7,1.08,1.976,2.99,8.49,17.1,15.5,12.6,-2.6,8.7,fo,1.7,-999,654,MIPS/IGA,,77.40554679,-1.213737261
524,3750,G077.4622+01.7600,HII/YSO,20:39.1,+39:37:58.6,4.371,14.629,30.52,145.48,12.9,11,9.1,2.1,8.5,fo,1.7,-999,8.20E+03,MIPS/IGA,,77.46325672,1.76114878
525,3734,G077.5671+03.6911,YSO?,12:33.7,+40:47:42.3,1.811,2.306,1.82,6.14,13.1,12.1,11.2,-21.9,9.7,fo,6.8,-999,6.50E+03,MIPS/IGA,,77.56720317,3.691066229
526,3757,G077.8999+01.7678,YSO,21:55.0,+39:59:45.5,2.17,3.206,3.75,6.51,15.4,12.4,9.8,-2.4,8.7,fo,1.7,-999,1.10E+03,MIPS/IGA,,77.90029397,1.767444275
527,3771,G077.9280+00.8711,Young/old star?,25:49.1,+39:30:14.7,3.111,5.486,7.02,8.74,11.6,10.4,9.3,2.5,8.5,fo,1.7,-999,551,MIPS/IGA,,77.92804442,0.871044783
528,3797,G077.9550+00.0058,HII region,29:31.8,+39:01:20.7,5.105,7.173,5.81,23.55,14.6,12.5,11.3,-4.2,8.8,fo,1.7,-999,2.20E+03,MSX,,77.95514496,0.00662607
529,3798,G077.9637-00.0075,HII region,29:36.9,+39:01:15.6,10.451,18.359,29.92,204.2,13.4,13,11.6,-2.9,8.8,fo,1.7,-999,1.50E+04,IRAS,,77.96372574,-0.007624384
530,3779,G078.0515+00.6180,HII/YSO,27:15.5,+39:27:28.0,0.707,4.367,5.69,12.6,16,13.2,12.4,-1.1,8.7,fo,1.7,-999,1.20E+03,MSX,,78.05153174,0.617856454
531,3739,G078.1224+03.6320,YSO,14:25.9,+41:13:36.3,0.965,1.097,3.98,44.32,14.6,12.8,10.3,-3.6,8.8,fo,1.7,-999,5.80E+03,MIPS/IGA,,78.12281032,3.633854509
532,3784,G078.1952+00.5497,HII region,27:58.8,+39:32:05.6,1.213,1.957,1.41,9.56,16.6,15.1,13.1,-54.5,11.7,fo,9.9,-999,4.30E+04,MIPS/IGA,,78.19526119,0.549696215
533,3774,G078.3762+01.0191,YSO?,26:32.5,+39:57:18.3,0.534,1.093,1.76,4.84,16.4,14.4,13.7,-1.2,8.7,fo,1.7,,1.50E+03,IRAS,,78.37623533,1.019014497
534,3748,G078.4373+02.6584A,HII region,19:39.2,+40:56:36.6,17.218,25.751,54.26,400.66,12.5,10.4,9.2,0.9,8.6,fo,1.7,-999,7.50E+03,MIPS/IGA,,78.43730283,2.659153615
535,3748,G078.4373+02.6584B,YSO?,19:38.5,+40:56:33.7,17.218,25.751,54.26,400.66,13.6,12,10.1,0.9,8.6,fo,1.7,-999,1.00E+04,MIPS/IGA,,78.43535744,2.660570529
536,3804,G078.4705-00.1830,HII region?,31:53.4,+39:19:37.6,0.818,1.102,1.58,8.32,17.4,15.6,13.2,-60.9,12.2,fo,10.6,-999,4.40E+04,MIPS/IGA,,78.47086528,-0.183211111
537,3775,G078.4754+01.0421,YSO,26:44.4,+40:02:57.8,11.184,17.878,22.9,29.14,17.2,12.9,8.7,-3.4,8.8,fo,1.7,,3.50E+03,IRAS,,78.47522566,1.042620888
538,3800,G078.6789+00.2554,Young/old star?,30:41.5,+39:45:15.1,2.204,3.327,4.27,4.77,13.1,10.4,8.5,-1.4,8.7,fo,1.7,,1.00E+03,IRAS,,78.67901089,0.25544645
539,3767,G078.7641+01.6862,YSO,24:51.7,+40:39:25.2,0.377,1.192,1.5,7.83,18.5,15.5,13.8,-76.3,13.6,fo,12.4,-999,5.90E+04,MIPS/IGA,,78.76394058,1.686142828
540,3749,G078.8699+02.7602,YSO,20:30.6,+41:21:26.6,32.612,56.044,74.85,85.85,14.3,12.2,10,8.3,8.3,tp,1.7,-999,9.60E+03,MIPS/IGA,,78.87039227,2.759912634
541,3796,G078.8867+00.7087,YSO,29:24.9,+40:11:19.4,313.79,568.04,798.47,1000,14.3,10.8,6.6,-5.7,8.9,fo,1.7,-999,4.80E+04,MIPS/IGA,,78.88667262,0.708808481
542,3802,G078.9761+00.3567,HII/YSO,31:10.8,+40:03:13.6,17.116,23.547,23.44,100,13.5,10.7,8.3,6.3,8.4,tp,1.7,-999,8.80E+03,MIPS/IGA,,78.97612286,0.356619438
543,3760,G079.1272+02.2782,YSO,23:23.8,+41:17:39.3,3.269,7.535,13.61,27.47,14.6,11.9,9.6,-2,8.7,fo,1.7,-999,2.70E+03,MIPS/IGA,,79.12720017,2.278278782
544,3791,G079.3202+01.3131,HII region,28:10.2,+40:53:37.8,1.149,3.08,5.25,20.34,17.2,15.4,12.8,-42.8,10.9,fo,8.6,-999,4.80E+04,MSX,,79.32037526,1.312934852
545,3792,G079.3248+01.2901,HII region,28:16.2,+40:52:57.9,2.917,6.42,6.59,21.6,18.4,15.5,13.1,-43.1,10.9,fo,8.6,-999,5.10E+04,MSX,,79.32224101,1.291349594
546,3793,G079.3305+01.2823,HII region?,28:20.0,+40:53:03.1,1.833,3.188,3.16,9.34,15.8,13.9,12.7,-43.8,10.9,fo,8.6,-999,2.20E+04,MSX,,79.33055173,1.282269549
547,3808,G079.3398+00.3417,YSO,32:22.2,+40:20:17.1,1.406,1.787,1.88,4.44,18.8,17.4,12,0.7,8.6,fo,1.7,,1.60E+04,IRAS,,79.33982406,0.341655545
548,3809,G079.3439+00.3191,YSO?,32:28.7,+40:19:41.1,1.778,2.337,2.72,4.49,14.7,11.4,8.9,0.7,8.6,fo,1.7,-999,419,MSX,,79.34404175,0.319077678
549,4948,G079.4436+01.0033,HII/YSO?,29:52.8,+40:48:45.0,0.598,0.842,0.59,5.3,-999,-999,-999,-2.6,8.7,fo,1.7,-999,1.10E+03,IRAS,,79.44371127,1.003278684
